position_km,normal_altitude_km,ascending_altitude_km,descending_altitude_km,normal_radial_velocity_m_s,ascending_radial_velocity_m_s,descending_radial_velocity_m_s,normal_vhf_doppler_hz,ascending_vhf_doppler_hz,descending_vhf_doppler_hz,normal_hf_doppler_hz,ascending_hf_doppler_hz,descending_hf_doppler_hz
-60.000,400.000000,392.500000,407.500000,-592.231641,-109.967239,-1075.362657,236.892656,43.986896,430.145063,35.569468,6.604639,64.586346
-59.800,400.000000,392.525000,407.475000,-590.300599,-107.926468,-1073.533445,236.120239,43.170587,429.413378,35.453489,6.482070,64.476483
-59.600,400.000000,392.550000,407.450000,-588.369134,-105.885614,-1071.703519,235.347654,42.354246,428.681407,35.337486,6.359496,64.366578
-59.400,400.000000,392.575000,407.425000,-586.437249,-103.844679,-1069.872879,234.574900,41.537871,427.949152,35.221456,6.236918,64.256629
-59.200,400.000000,392.600000,407.400000,-584.504945,-101.803663,-1068.041527,233.801978,40.721465,427.216611,35.105402,6.114334,64.146638
-59.000,400.000000,392.625000,407.375000,-582.572222,-99.762569,-1066.209464,233.028889,39.905028,426.483785,34.989323,5.991746,64.036604
-58.800,400.000000,392.650000,407.350000,-580.639082,-97.721399,-1064.376689,232.255633,39.088560,425.750676,34.873218,5.869153,63.926528
-58.600,400.000000,392.675000,407.325000,-578.705527,-95.680153,-1062.543206,231.482211,38.272061,425.017282,34.757089,5.746556,63.816409
-58.400,400.000000,392.700000,407.300000,-576.771557,-93.638834,-1060.709013,230.708623,37.455533,424.283605,34.640934,5.623954,63.706247
-58.200,400.000000,392.725000,407.275000,-574.837174,-91.597442,-1058.874112,229.934870,36.638977,423.549645,34.524755,5.501348,63.596043
-58.000,400.000000,392.750000,407.250000,-572.902380,-89.555980,-1057.038504,229.160952,35.822392,422.815401,34.408551,5.378738,63.485796
-57.800,400.000000,392.775000,407.225000,-570.967174,-87.514449,-1055.202189,228.386870,35.005780,422.080876,34.292323,5.256123,63.375507
-57.600,400.000000,392.800000,407.200000,-569.031559,-85.472851,-1053.365169,227.612624,34.189140,421.346068,34.176070,5.133505,63.265175
-57.400,400.000000,392.825000,407.175000,-567.095536,-83.431187,-1051.527444,226.838215,33.372475,420.610978,34.059792,5.010882,63.154801
-57.200,400.000000,392.850000,407.150000,-565.159107,-81.389459,-1049.689016,226.063643,32.555783,419.875606,33.943490,4.888256,63.044385
-57.000,400.000000,392.875000,407.125000,-563.222271,-79.347668,-1047.849885,225.288909,31.739067,419.139954,33.827163,4.765626,62.933927
-56.800,400.000000,392.900000,407.100000,-561.285032,-77.305815,-1046.010051,224.514013,30.922326,418.404021,33.710813,4.642992,62.823427
-56.600,400.000000,392.925000,407.075000,-559.347389,-75.263904,-1044.169517,223.738956,30.105562,417.667807,33.594438,4.520355,62.712884
-56.400,400.000000,392.950000,407.050000,-557.409345,-73.221934,-1042.328282,222.963738,29.288774,416.931313,33.478039,4.397714,62.602299
-56.200,400.000000,392.975000,407.025000,-555.470901,-71.179908,-1040.486348,222.188360,28.471963,416.194539,33.361616,4.275070,62.491673
-56.000,400.000000,393.000000,407.000000,-553.532057,-69.137827,-1038.643716,221.412823,27.655131,415.457486,33.245169,4.152422,62.381004
-55.800,400.000000,393.025000,406.975000,-551.592815,-67.095693,-1036.800386,220.637126,26.838277,414.720154,33.128698,4.029771,62.270293
-55.600,400.000000,393.050000,406.950000,-549.653177,-65.053508,-1034.956359,219.861271,26.021403,413.982544,33.012203,3.907118,62.159541
-55.400,400.000000,393.075000,406.925000,-547.713144,-63.011272,-1033.111636,219.085258,25.204509,413.244655,32.895684,3.784461,62.048747
-55.200,400.000000,393.100000,406.900000,-545.772717,-60.968988,-1031.266219,218.309087,24.387595,412.506487,32.779142,3.661801,61.937911
-55.000,400.000000,393.125000,406.875000,-543.831897,-58.926656,-1029.420107,217.532759,23.570663,411.768043,32.662576,3.539139,61.827033
-54.800,400.000000,393.150000,406.850000,-541.890685,-56.884280,-1027.573302,216.756274,22.753712,411.029321,32.545987,3.416473,61.716114
-54.600,400.000000,393.175000,406.825000,-539.949083,-54.841859,-1025.725805,215.979633,21.936744,410.290322,32.429374,3.293805,61.605153
-54.400,400.000000,393.200000,406.800000,-538.007093,-52.799396,-1023.877617,215.202837,21.119759,409.551047,32.312738,3.171135,61.494151
-54.200,400.000000,393.225000,406.775000,-536.064715,-50.756893,-1022.028738,214.425886,20.302757,408.811495,32.196079,3.048462,61.383107
-54.000,400.000000,393.250000,406.750000,-534.121951,-48.714351,-1020.179170,213.648780,19.485740,408.071668,32.079396,2.925787,61.272022
-53.800,400.000000,393.275000,406.725000,-532.178802,-46.671771,-1018.328912,212.871521,18.668708,407.331565,31.962691,2.803109,61.160896
-53.600,400.000000,393.300000,406.700000,-530.235269,-44.629155,-1016.477968,212.094108,17.851662,406.591187,31.845962,2.680430,61.049728
-53.400,400.000000,393.325000,406.675000,-528.291354,-42.586504,-1014.626336,211.316542,17.034602,405.850534,31.729210,2.557748,60.938519
-53.200,400.000000,393.350000,406.650000,-526.347058,-40.543821,-1012.774019,210.538823,16.217528,405.109607,31.612436,2.435064,60.827268
-53.000,400.000000,393.375000,406.625000,-524.402382,-38.501107,-1010.921016,209.760953,15.400443,404.368406,31.495639,2.312379,60.715977
-52.800,400.000000,393.400000,406.600000,-522.457328,-36.458362,-1009.067330,208.982931,14.583345,403.626932,31.378818,2.189691,60.604644
-52.600,400.000000,393.425000,406.575000,-520.511897,-34.415590,-1007.212960,208.204759,13.766236,402.885184,31.261976,2.067002,60.493271
-52.400,400.000000,393.450000,406.550000,-518.566089,-32.372792,-1005.357908,207.426436,12.949117,402.143163,31.145110,1.944312,60.381856
-52.200,400.000000,393.475000,406.525000,-516.619908,-30.329968,-1003.502175,206.647963,12.131987,401.400870,31.028223,1.821620,60.270401
-52.000,400.000000,393.500000,406.500000,-514.673353,-28.287121,-1001.645761,205.869341,11.314848,400.658304,30.911312,1.698926,60.158905
-51.800,400.000000,393.525000,406.475000,-512.726426,-26.244252,-999.788668,205.090571,10.497701,399.915467,30.794380,1.576231,60.047367
-51.600,400.000000,393.550000,406.450000,-510.779129,-24.201363,-997.930896,204.311652,9.680545,399.172358,30.677425,1.453535,59.935790
-51.400,400.000000,393.575000,406.425000,-508.831463,-22.158456,-996.072447,203.532585,8.863382,398.428979,30.560448,1.330838,59.824171
-51.200,400.000000,393.600000,406.400000,-506.883428,-20.115531,-994.213321,202.753371,8.046212,397.685328,30.443449,1.208140,59.712512
-51.000,400.000000,393.625000,406.375000,-504.935027,-18.072591,-992.353519,201.974011,7.229036,396.941408,30.326428,1.085441,59.600812
-50.800,400.000000,393.650000,406.350000,-502.986261,-16.029637,-990.493042,201.194504,6.411855,396.197217,30.209385,0.962741,59.489072
-50.600,400.000000,393.675000,406.325000,-501.037130,-13.986670,-988.631892,200.414852,5.594668,395.452757,30.092320,0.840040,59.377291
-50.400,400.000000,393.700000,406.300000,-499.087637,-11.943693,-986.770069,199.635055,4.777477,394.708028,29.975233,0.717339,59.265470
-50.200,400.000000,393.725000,406.275000,-497.137783,-9.900706,-984.907574,198.855113,3.960283,393.963029,29.858125,0.594637,59.153608
-50.000,400.000000,393.750000,406.250000,-495.187568,-7.857712,-983.044407,198.075027,3.143085,393.217763,29.740995,0.471935,59.041706
-49.800,400.000000,393.775000,406.225000,-493.236995,-5.814712,-981.180571,197.294798,2.325885,392.472228,29.623844,0.349232,58.929764
-49.600,400.000000,393.800000,406.200000,-491.286065,-3.771707,-979.316065,196.514426,1.508683,391.726426,29.506671,0.226529,58.817782
-49.400,400.000000,393.825000,406.175000,-489.334778,-1.728700,-977.450892,195.733911,0.691480,390.980357,29.389476,0.103826,58.705759
-49.200,400.000000,393.850000,406.150000,-487.383137,0.314309,-975.585051,194.953255,-0.125724,390.234020,29.272260,-0.018877,58.593697
-49.000,400.000000,393.875000,406.125000,-485.431143,2.357318,-973.718544,194.172457,-0.942927,389.487417,29.155024,-0.141581,58.481594
-48.800,400.000000,393.900000,406.100000,-483.478796,4.400325,-971.851371,193.391518,-1.760130,388.740548,29.037766,-0.264284,58.369452
-48.600,400.000000,393.925000,406.075000,-481.526099,6.443328,-969.983534,192.610439,-2.577331,387.993414,28.920486,-0.386987,58.257269
-48.400,400.000000,393.950000,406.050000,-479.573052,8.486326,-968.115034,191.829221,-3.394531,387.246014,28.803186,-0.509689,58.145047
-48.200,400.000000,393.975000,406.025000,-477.619657,10.529318,-966.245871,191.047863,-4.211727,386.498349,28.685865,-0.632391,58.032785
-48.000,400.000000,394.000000,406.000000,-475.665916,12.572302,-964.376047,190.266366,-5.028921,385.750419,28.568523,-0.755093,57.920483
-47.800,400.000000,394.025000,405.975000,-473.711829,14.615276,-962.505563,189.484732,-5.846111,385.002225,28.451161,-0.877794,57.808142
-47.600,400.000000,394.050000,405.950000,-471.757398,16.658239,-960.634419,188.702959,-6.663296,384.253767,28.333778,-1.000495,57.695761
-47.400,400.000000,394.075000,405.925000,-469.802624,18.701189,-958.762616,187.921050,-7.480476,383.505046,28.216374,-1.123195,57.583340
-47.200,400.000000,394.100000,405.900000,-467.847509,20.744125,-956.890156,187.139004,-8.297650,382.756062,28.098950,-1.245893,57.470880
-47.000,400.000000,394.125000,405.875000,-465.892054,22.787044,-955.017039,186.356822,-9.114818,382.006816,27.981505,-1.368591,57.358381
-46.800,400.000000,394.150000,405.850000,-463.936260,24.829947,-953.143266,185.574504,-9.931979,381.257307,27.864040,-1.491288,57.245842
-46.600,400.000000,394.175000,405.825000,-461.980129,26.872830,-951.268839,184.792052,-10.749132,380.507536,27.746554,-1.613984,57.133264
-46.400,400.000000,394.200000,405.800000,-460.023662,28.915692,-949.393759,184.009465,-11.566277,379.757503,27.629049,-1.736678,57.020646
-46.200,400.000000,394.225000,405.775000,-458.066861,30.958532,-947.518025,183.226744,-12.383413,379.007210,27.511523,-1.859371,56.907990
-46.000,400.000000,394.250000,405.750000,-456.109726,33.001348,-945.641640,182.443890,-13.200539,378.256656,27.393978,-1.982063,56.795294
-45.800,400.000000,394.275000,405.725000,-454.152259,35.044139,-943.764605,181.660904,-14.017655,377.505842,27.276412,-2.104753,56.682559
-45.600,400.000000,394.300000,405.700000,-452.194461,37.086902,-941.886919,180.877784,-14.834761,376.754768,27.158827,-2.227442,56.569785
-45.400,400.000000,394.325000,405.675000,-450.236334,39.129637,-940.008585,180.094534,-15.651855,376.003434,27.041221,-2.350128,56.456972
-45.200,400.000000,394.350000,405.650000,-448.277880,41.172342,-938.129603,179.311152,-16.468937,375.251841,26.923596,-2.472813,56.344120
-45.000,400.000000,394.375000,405.625000,-446.319099,43.215016,-936.249975,178.527639,-17.286006,374.499990,26.805952,-2.595496,56.231230
-44.800,400.000000,394.400000,405.600000,-444.359992,45.257655,-934.369700,177.743997,-18.103062,373.747880,26.688288,-2.718178,56.118300
-44.600,400.000000,394.425000,405.575000,-442.400562,47.300261,-932.488782,176.960225,-18.920104,372.995513,26.570604,-2.840856,56.005332
-44.400,400.000000,394.450000,405.550000,-440.440809,49.342829,-930.607219,176.176324,-19.737132,372.242888,26.452901,-2.963533,55.892325
