column,usrdr_deep_energy_db,usrdr_robust_z,rdr_complex_deep_energy_db,rdr_complex_robust_z,edr_raw_deep_energy_db,combined_low_signal_score,low_signal_flag
51,-39.662574768066406,-0.6376386880874634,8.021599769592285,-1.0342689752578735,11.956868171691895,-0.8359538316726685,False
52,-39.96689987182617,-0.7321131229400635,10.168900489807129,-0.5668060779571533,11.838171005249023,-0.6494596004486084,False
53,-39.920555114746094,-0.7177258729934692,9.86219310760498,-0.6335756778717041,11.903316497802734,-0.6756507754325867,False
54,-40.08771896362305,-0.7696200609207153,9.829917907714844,-0.6406018733978271,11.946210861206055,-0.7051109671592712,False
55,-39.99765396118164,-0.7416603565216064,8.449239730834961,-0.9411726593971252,11.783127784729004,-0.8414164781570435,False
56,-39.94065856933594,-0.7239667773246765,10.148082733154297,-0.5713380575180054,11.89252758026123,-0.6476523876190186,False
57,-40.01402282714844,-0.7467418909072876,9.848162651062012,-0.6366300582885742,11.914080619812012,-0.6916859745979309,False
58,-39.93844223022461,-0.7232787609100342,9.959877967834473,-0.6123098731040955,11.77203369140625,-0.6677943468093872,False
59,-39.961997985839844,-0.730591356754303,10.6323823928833,-0.4659070670604706,11.77203369140625,-0.5982491970062256,False
60,-40.14528274536133,-0.7874901294708252,9.486658096313477,-0.7153288722038269,11.90439224243164,-0.7514095306396484,False
61,-40.10608673095703,-0.7753221392631531,9.660953521728516,-0.6773850917816162,11.89252758026123,-0.726353645324707,False
62,-39.70547866821289,-0.6509577631950378,9.128556251525879,-0.7932868599891663,11.859994888305664,-0.722122311592102,False
63,-39.7247200012207,-0.6569309830665588,8.40334415435791,-0.9511640667915344,11.81623649597168,-0.8040475249290466,False
64,-39.69938659667969,-0.6490665078163147,8.282182693481445,-0.9775406718254089,11.817334175109863,-0.8133035898208618,False
65,-39.575279235839844,-0.6105387210845947,10.185606002807617,-0.5631693601608276,11.870865821838379,-0.5868540406227112,False
66,-39.707237243652344,-0.6515036821365356,8.147083282470703,-1.0069514513015747,12.020520210266113,-0.8292275667190552,False
67,-40.30430603027344,-0.8368571996688843,9.02422046661377,-0.8160005807876587,11.77203369140625,-0.8264288902282715,False
